canton_name,hospital,Hospital_type,Number_of_outpatient_consultations,"Number_of_care_days_(inpatient,_without_discharge_day",Number_of_healthy_newborns_(inpatient_treatment),Number_of_operating_rooms,Number_of_delivery_rooms,MRI,CT,PET,CC,LB,Lito,Angio,Dia,Physicians,physicians in training,Nursing staff,Other medical personnel,Total staff,"MRI, outpatient","MRI, inpatient","CT, outpatient","CT, inpatient","Angiography, outpatient","Angiography, inpatient","Dialysis, outpatient","Dialysis, inpatient",City,lat,lng
Appenzell Ausserrhoden,"Spitalverbund Appenzell Ausserrhoden, Akutsomatisches Spital Heiden/Herisau",Hospital lvl3,45776.0,29483.0,993.0,5.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,77.47,32.9,213.42,82.03,475.04,,,406.0,559.0,221.0,1.0,266.454545454545,16.0909090909091,Herisau,47.3851,9.2786
Appenzell Ausserrhoden,"Spitalverbund Appenzell Ausserrhoden, Akutsomatisches Spital Heiden/Herisau",Hospital lvl3,45776.0,29483.0,993.0,5.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,84.09,36.57,202.29,81.44,452.78,,,365.0,418.0,2.0,4.0,270.909090909091,13.5454545454545,Herisau,47.3851,9.2786
Appenzell Ausserrhoden,"Spitalverbund Appenzell Ausserrhoden, Akutsomatisches Spital Heiden/Herisau",Hospital lvl3,45776.0,29483.0,993.0,5.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,84.09,36.57,202.29,81.44,452.78,,,406.0,559.0,221.0,1.0,266.454545454545,16.0909090909091,Herisau,47.3851,9.2786
Appenzell Ausserrhoden,"Spitalverbund Appenzell Ausserrhoden, Psychiatrisches Zentrum",Psychiatric hospital lvl2,7870.0,20329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.41,77.47,17.61,208.72,,,,,,,,,Herisau,47.3851,9.2786
Appenzell Ausserrhoden,"Spitalverbund Appenzell Ausserrhoden, Psychiatrisches Zentrum",Psychiatric hospital lvl2,7870.0,20329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,10.41,77.47,17.61,208.72,,,,,,,,,Herisau,47.3851,9.2786
Appenzell Ausserrhoden,"Spitalverbund Appenzell Ausserrhoden, Psychiatrisches Zentrum",Psychiatric hospital lvl2,7870.0,20329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.76,8.89,85.97,22.64,219.08,,,,,,,,,Herisau,47.3851,9.2786
Appenzell Ausserrhoden,"Spitalverbund Appenzell Ausserrhoden, Psychiatrisches Zentrum",Psychiatric hospital lvl2,7870.0,20329.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.76,8.89,85.97,22.64,219.08,,,,,,,,,Herisau,47.3851,9.2786
Appenzell Ausserrhoden,"Klinik Gais AG Kardiale Rehabilitation, Psychosomatik und Psychotherapie",Rehabilitation clinic,1789.0,49785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.08,5.83,27.46,38.65,166.85,,,,,,,,,Gais,47.3606,9.4511
Appenzell Ausserrhoden,"Klinik Gais AG Kardiale Rehabilitation, Psychosomatik und Psychotherapie",Rehabilitation clinic,1789.0,49785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.08,5.83,27.46,38.65,166.85,,,,,,,,,Gais,47.3606,9.4511
Appenzell Ausserrhoden,"Klinik Gais AG Kardiale Rehabilitation, Psychosomatik und Psychotherapie",Rehabilitation clinic,1789.0,49785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7,5.13,37.35,42.79,200.47,,,,,,,,,Gais,47.3606,9.4511
Appenzell Ausserrhoden,"Klinik Gais AG Kardiale Rehabilitation, Psychosomatik und Psychotherapie",Rehabilitation clinic,1789.0,49785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.7,5.13,37.35,42.79,200.47,,,,,,,,,Gais,47.3606,9.4511
Appenzell Ausserrhoden,Stiftung Kliniken Valens - Rheinburg-Klinik,Rehabilitation clinic,3451.0,22006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.18,3.49,54.59,29.73,144.29,,,,,,,,,Walzenhausen,47.4511,9.6014
Appenzell Ausserrhoden,Stiftung Kliniken Valens - Rheinburg-Klinik,Rehabilitation clinic,3451.0,22006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.18,3.49,54.59,29.73,144.29,,,,,,,,,Walzenhausen,47.4511,9.6014
Appenzell Ausserrhoden,Stiftung Kliniken Valens - Rheinburg-Klinik,Rehabilitation clinic,3451.0,22006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.64,4.11,56.88,32.14,149.03,,,,,,,,,Walzenhausen,47.4511,9.6014
Appenzell Ausserrhoden,Stiftung Kliniken Valens - Rheinburg-Klinik,Rehabilitation clinic,3451.0,22006.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.64,4.11,56.88,32.14,149.03,,,,,,,,,Walzenhausen,47.4511,9.6014
Appenzell Ausserrhoden,Berit Klinik AG,clinic: Surgery,10915.0,24025.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.68,7.55,108.27,48.59,272.53,,,,,,,,,Speicher,47.4106,9.4433
Appenzell Ausserrhoden,Berit Klinik AG,clinic: Surgery,10915.0,24025.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.68,7.55,108.27,48.59,272.53,,,,,,,,,Speicher,47.4106,9.4433
Appenzell Ausserrhoden,Berit Klinik AG,clinic: Surgery,10915.0,24025.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.46,6.0,108.99,49.62,272.17,,,,,,,,,Speicher,47.4106,9.4433
Appenzell Ausserrhoden,Berit Klinik AG,clinic: Surgery,10915.0,24025.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.46,6.0,108.99,49.62,272.17,,,,,,,,,Speicher,47.4106,9.4433
Appenzell Ausserrhoden,Hirslanden Klinik Am Rosenberg AG,clinic: Surgery,2320.0,11000.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.59,0.0,60.07,16.61,134.57,,,,,,,,,Heiden,47.4411,9.5311
Appenzell Ausserrhoden,Hirslanden Klinik Am Rosenberg AG,clinic: Surgery,2320.0,11000.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.59,0.0,60.07,16.61,134.57,,,,,,,,,Heiden,47.4411,9.5311
Appenzell Ausserrhoden,Hirslanden Klinik Am Rosenberg AG,clinic: Surgery,2320.0,11000.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.84,0.0,66.78,16.38,141.35,,,,,,,,,Heiden,47.4411,9.5311
Appenzell Ausserrhoden,Hirslanden Klinik Am Rosenberg AG,clinic: Surgery,2320.0,11000.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.84,0.0,66.78,16.38,141.35,,,,,,,,,Heiden,47.4411,9.5311
Bern,Insel Gruppe AG (universitär),Hospital lvl1,718957.0,252794.0,1390.0,37.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1459.81,626.45,2838.12,1054.82,7736.32,2141.2,727.5,2624.14285714286,2198.85714285714,202.090909090909,765.818181818182,255.078431372549,58.7058823529412,Bern,46.948,7.4474
Bern,Insel Gruppe AG (universitär),Hospital lvl1,718957.0,252794.0,1390.0,37.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1459.81,626.45,2838.12,1054.82,7736.32,2207.8,707.3,2265.28571428571,1492.0,180.636363636364,716.545454545455,171.548387096774,48.9032258064516,Bern,46.948,7.4474
Bern,Insel Gruppe AG (universitär),Hospital lvl1,718957.0,252794.0,1390.0,37.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1478.55,665.94,2926.15,1090.13,7801.03,2141.2,727.5,2624.14285714286,2198.85714285714,202.090909090909,765.818181818182,255.078431372549,58.7058823529412,Bern,46.948,7.4474
Bern,Insel Gruppe AG (universitär),Hospital lvl1,718957.0,252794.0,1390.0,37.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1478.55,665.94,2926.15,1090.13,7801.03,2207.8,707.3,2265.28571428571,1492.0,180.636363636364,716.545454545455,171.548387096774,48.9032258064516,Bern,46.948,7.4474
Bern,Lindenhofgruppe AG,Hospital lvl2,172627.0,110727.0,1730.0,20.0,6.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,96.31,44.14,919.03,202.94,1818.28,1997.1,82.9,2045.0,559.833333333333,255.0,692.0,618.636363636364,46.0,Bern,46.948,7.4474
Bern,Lindenhofgruppe AG,Hospital lvl2,172627.0,110727.0,1730.0,20.0,6.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,96.31,44.14,919.03,202.94,1818.28,1982.3,92.5,2084.83333333333,618.833333333333,140.0,553.0,639.818181818182,62.5454545454545,Bern,46.948,7.4474
Bern,Lindenhofgruppe AG,Hospital lvl2,172627.0,110727.0,1730.0,20.0,6.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,102.04,48.37,883.45,191.21,1748.57,1997.1,82.9,2045.0,559.833333333333,255.0,692.0,618.636363636364,46.0,Bern,46.948,7.4474
Bern,Lindenhofgruppe AG,Hospital lvl2,172627.0,110727.0,1730.0,20.0,6.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,102.04,48.37,883.45,191.21,1748.57,1982.3,92.5,2084.83333333333,618.833333333333,140.0,553.0,639.818181818182,62.5454545454545,Bern,46.948,7.4474
Bern,Insel Gruppe AG (nicht-universitär),Hospital lvl2,125614.0,98968.0,385.0,12.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,213.47,96.78,591.36,216.02,1272.75,2262.0,222.333333333333,1379.5,1195.75,,,187.888888888889,1.83333333333333,Bern,46.948,7.4474
Bern,Insel Gruppe AG (nicht-universitär),Hospital lvl2,125614.0,98968.0,385.0,12.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,213.47,96.78,591.36,216.02,1272.75,2277.33333333333,209.333333333333,1441.0,1476.0,109.0,352.0,232.0,2.05555555555556,Bern,46.948,7.4474
Bern,Insel Gruppe AG (nicht-universitär),Hospital lvl2,125614.0,98968.0,385.0,12.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,211.86,104.55,585.58,229.19,1326.37,2262.0,222.333333333333,1379.5,1195.75,,,187.888888888889,1.83333333333333,Bern,46.948,7.4474
Bern,Insel Gruppe AG (nicht-universitär),Hospital lvl2,125614.0,98968.0,385.0,12.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,211.86,104.55,585.58,229.19,1326.37,2277.33333333333,209.333333333333,1441.0,1476.0,109.0,352.0,232.0,2.05555555555556,Bern,46.948,7.4474
Bern,Spital STS AG,Hospital lvl2,219144.0,75093.0,1033.0,8.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,224.09,97.62,640.97,195.96,1482.83,2590.5,321.0,1833.66666666667,1163.66666666667,23.0,231.0,320.625,6.75,Thun,46.759,7.63
Bern,Spital STS AG,Hospital lvl2,219144.0,75093.0,1033.0,8.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,224.09,97.62,640.97,195.96,1482.83,2692.5,6.0,2052.0,57.0,15.0,178.0,305.125,1.625,Thun,46.759,7.63
Bern,Spital STS AG,Hospital lvl2,219144.0,75093.0,1033.0,8.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,232.4,99.02,639.53,203.98,1506.99,2590.5,321.0,1833.66666666667,1163.66666666667,23.0,231.0,320.625,6.75,Thun,46.759,7.63
Bern,Spital STS AG,Hospital lvl2,219144.0,75093.0,1033.0,8.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,232.4,99.02,639.53,203.98,1506.99,2692.5,6.0,2052.0,57.0,15.0,178.0,305.125,1.625,Thun,46.759,7.63
Bern,Hirslanden Bern AG,Hospital lvl2,68956.0,74627.0,1122.0,16.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,88.19,42.72,542.24,151.65,1162.23,3217.0,245.5,2172.66666666667,1310.0,3635.0,406.5,465.3,17.4,Bern,46.948,7.4474
Bern,Hirslanden Bern AG,Hospital lvl2,68956.0,74627.0,1122.0,16.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,88.19,42.72,542.24,151.65,1162.23,3199.5,227.0,2049.0,1384.33333333333,651.6,543.8,333.076923076923,12.6153846153846,Bern,46.948,7.4474
Bern,Hirslanden Bern AG,Hospital lvl2,68956.0,74627.0,1122.0,16.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,71.17,40.0,527.5,151.37,1120.18,3217.0,245.5,2172.66666666667,1310.0,3635.0,406.5,465.3,17.4,Bern,46.948,7.4474
Bern,Hirslanden Bern AG,Hospital lvl2,68956.0,74627.0,1122.0,16.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,71.17,40.0,527.5,151.37,1120.18,3199.5,227.0,2049.0,1384.33333333333,651.6,543.8,333.076923076923,12.6153846153846,Bern,46.948,7.4474
Bern,Regionalspital Emmental AG,Hospital lvl2,180988.0,65147.0,663.0,7.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,160.64,78.93,394.36,144.62,956.12,2982.5,263.5,2217.5,1612.5,23.0,2.0,377.5,17.1111111111111,Burgdorf,47.0567,7.6264
Bern,Regionalspital Emmental AG,Hospital lvl2,180988.0,65147.0,663.0,7.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,160.64,78.93,394.36,144.62,956.12,2040.66666666667,184.333333333333,2141.0,1721.0,31.0,2.0,378.666666666667,16.1666666666667,Burgdorf,47.0567,7.6264
Bern,Regionalspital Emmental AG,Hospital lvl2,180988.0,65147.0,663.0,7.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,168.2,77.96,417.3,152.54,1007.24,2982.5,263.5,2217.5,1612.5,23.0,2.0,377.5,17.1111111111111,Burgdorf,47.0567,7.6264
Bern,Regionalspital Emmental AG,Hospital lvl2,180988.0,65147.0,663.0,7.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,168.2,77.96,417.3,152.54,1007.24,2040.66666666667,184.333333333333,2141.0,1721.0,31.0,2.0,378.666666666667,16.1666666666667,Burgdorf,47.0567,7.6264
Bern,Spitalzentrum Biel AG,Hospital lvl2,121050.0,64698.0,786.0,8.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,206.54,82.4,469.56,124.63,1199.69,2020.0,380.5,1818.5,1661.5,339.5,356.0,572.052631578947,36.7368421052632,Biel,,
Bern,Spitalzentrum Biel AG,Hospital lvl2,121050.0,64698.0,786.0,8.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,206.54,82.4,469.56,124.63,1199.69,2303.0,406.0,1886.0,1703.5,398.5,317.5,610.052631578947,33.3157894736842,Biel,,
Bern,Spitalzentrum Biel AG,Hospital lvl2,121050.0,64698.0,786.0,8.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,235.05,95.01,512.79,139.58,1283.22,2020.0,380.5,1818.5,1661.5,339.5,356.0,572.052631578947,36.7368421052632,Biel,,
Bern,Spitalzentrum Biel AG,Hospital lvl2,121050.0,64698.0,786.0,8.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,235.05,95.01,512.79,139.58,1283.22,2303.0,406.0,1886.0,1703.5,398.5,317.5,610.052631578947,33.3157894736842,Biel,,
Bern,Spitäler Frutigen Meiringen Interlaken AG,Hospital lvl2,61872.0,46159.0,515.0,7.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,119.27,56.34,307.24,188.69,879.39,2592.0,331.5,1893.5,1777.0,,,248.733333333333,8.66666666666667,Unterseen,46.6872,7.8497
Bern,Spitäler Frutigen Meiringen Interlaken AG,Hospital lvl2,61872.0,46159.0,515.0,7.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,119.27,56.34,307.24,188.69,879.39,2475.5,317.0,1554.0,1462.0,,,234.142857142857,11.2857142857143,Unterseen,46.6872,7.8497
Bern,Spitäler Frutigen Meiringen Interlaken AG,Hospital lvl2,61872.0,46159.0,515.0,7.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,118.42,55.09,302.75,186.74,870.52,2592.0,331.5,1893.5,1777.0,,,248.733333333333,8.66666666666667,Unterseen,46.6872,7.8497
Bern,Spitäler Frutigen Meiringen Interlaken AG,Hospital lvl2,61872.0,46159.0,515.0,7.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,118.42,55.09,302.75,186.74,870.52,2475.5,317.0,1554.0,1462.0,,,234.142857142857,11.2857142857143,Unterseen,46.6872,7.8497
Bern,SRO AG,Hospital lvl3,220888.0,47844.0,626.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,128.96,50.82,304.71,113.09,781.38,2958.5,310.0,5389.0,3957.0,,,272.315789473684,12.5789473684211,Langenthal,47.2153,7.7889
Bern,SRO AG,Hospital lvl3,220888.0,47844.0,626.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,128.96,50.82,304.71,113.09,781.38,2735.5,292.0,2896.5,1867.0,,,274.947368421053,10.3157894736842,Langenthal,47.2153,7.7889
Bern,SRO AG,Hospital lvl3,220888.0,47844.0,626.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,135.48,56.5,312.79,113.98,808.19,2958.5,310.0,5389.0,3957.0,,,272.315789473684,12.5789473684211,Langenthal,47.2153,7.7889
Bern,SRO AG,Hospital lvl3,220888.0,47844.0,626.0,6.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,135.48,56.5,312.79,113.98,808.19,2735.5,292.0,2896.5,1867.0,,,274.947368421053,10.3157894736842,Langenthal,47.2153,7.7889
Bern,Hôpital du Jura bernois SA,Hospital lvl3,101294.0,39420.0,367.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,121.73,54.24,272.96,82.23,663.91,2128.5,139.0,1940.5,618.5,,,,,St­Imier,,
Bern,Hôpital du Jura bernois SA,Hospital lvl3,101294.0,39420.0,367.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,121.73,54.24,272.96,82.23,663.91,1105.5,70.0,1289.5,309.0,,,,,St­Imier,,
Bern,Hôpital du Jura bernois SA,Hospital lvl3,101294.0,39420.0,367.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,122.33,56.9,266.49,84.36,652.61,2128.5,139.0,1940.5,618.5,,,,,St­Imier,,
Bern,Hôpital du Jura bernois SA,Hospital lvl3,101294.0,39420.0,367.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,122.33,56.9,266.49,84.36,652.61,1105.5,70.0,1289.5,309.0,,,,,St­Imier,,
Bern,Hirslanden Klinik Linde AG,Hospital lvl3,43788.0,25787.0,704.0,7.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.36,0.0,174.01,54.84,374.04,3137.0,79.3333333333333,4076.0,819.0,4466.0,355.0,,,Biel,,
Bern,Hirslanden Klinik Linde AG,Hospital lvl3,43788.0,25787.0,704.0,7.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,10.36,0.0,174.01,54.84,374.04,2850.33333333333,74.6666666666667,4015.0,950.0,3071.0,348.0,,,Biel,,
Bern,Hirslanden Klinik Linde AG,Hospital lvl3,43788.0,25787.0,704.0,7.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,13.78,0.0,169.21,53.79,372.53,3137.0,79.3333333333333,4076.0,819.0,4466.0,355.0,,,Biel,,
Bern,Hirslanden Klinik Linde AG,Hospital lvl3,43788.0,25787.0,704.0,7.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,13.78,0.0,169.21,53.79,372.53,2850.33333333333,74.6666666666667,4015.0,950.0,3071.0,348.0,,,Biel,,
Bern,Siloah AG,Hospital lvl4,31817.0,31447.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.91,14.71,142.59,48.23,345.44,,,,,,,,,Gümligen,,
Bern,Siloah AG,Hospital lvl4,31817.0,31447.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.91,14.71,142.59,48.23,345.44,,,,,,,,,Gümligen,,
Bern,Siloah AG,Hospital lvl4,31817.0,31447.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.39,18.04,152.56,51.63,349.87,,,,,,,,,Gümligen,,
Bern,Siloah AG,Hospital lvl4,31817.0,31447.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.39,18.04,152.56,51.63,349.87,,,,,,,,,Gümligen,,
Bern,Hôpital de Moutier SA,Hospital lvl5,39387.0,9617.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,65.61,26.34,159.15,24.39,316.62,,,,,,,186.4,19.2,Moutier,47.2803,7.3708
Bern,Hôpital de Moutier SA,Hospital lvl5,39387.0,9617.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,65.61,26.34,159.15,24.39,316.62,1746.0,119.0,,,,,163.4,20.4,Moutier,47.2803,7.3708
Bern,Hôpital de Moutier SA,Hospital lvl5,39387.0,9617.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.97,26.06,151.1,24.21,290.1,,,,,,,186.4,19.2,Moutier,47.2803,7.3708
Bern,Hôpital de Moutier SA,Hospital lvl5,39387.0,9617.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.97,26.06,151.1,24.21,290.1,1746.0,119.0,,,,,163.4,20.4,Moutier,47.2803,7.3708
Bern,Stiftung Diaconis Palliative Care,Hospital lvl5,0.0,3701.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,19.53,0.1,25.0,,,,,,,,,Bern,46.948,7.4474
Bern,Stiftung Diaconis Palliative Care,Hospital lvl5,0.0,3701.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,19.53,0.1,25.0,,,,,,,,,Bern,46.948,7.4474
Bern,Stiftung Diaconis Palliative Care,Hospital lvl5,0.0,3701.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.99,0.0,20.14,0.46,28.22,,,,,,,,,Bern,46.948,7.4474
Bern,Stiftung Diaconis Palliative Care,Hospital lvl5,0.0,3701.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.99,0.0,20.14,0.46,28.22,,,,,,,,,Bern,46.948,7.4474
Bern,Universitäre Psychiatrische Dienste Bern (UPD) AG,Psychiatric hospital lvl1,56468.0,106026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.55,62.39,369.28,170.56,1088.73,,,,,,,,,Ostermundigen,46.9553,7.4833
Bern,Universitäre Psychiatrische Dienste Bern (UPD) AG,Psychiatric hospital lvl1,56468.0,106026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.55,62.39,369.28,170.56,1088.73,,,,,,,,,Ostermundigen,46.9553,7.4833
Bern,Universitäre Psychiatrische Dienste Bern (UPD) AG,Psychiatric hospital lvl1,56468.0,106026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.65,56.86,372.53,173.44,1109.87,,,,,,,,,Ostermundigen,46.9553,7.4833
Bern,Universitäre Psychiatrische Dienste Bern (UPD) AG,Psychiatric hospital lvl1,56468.0,106026.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.65,56.86,372.53,173.44,1109.87,,,,,,,,,Ostermundigen,46.9553,7.4833
Bern,PZM Psychiatriezentrum Münsingen AG,Psychiatric hospital lvl1,15887.0,94991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.64,23.6,248.58,102.69,617.26,,,,,,,,,Münsingen,,
Bern,PZM Psychiatriezentrum Münsingen AG,Psychiatric hospital lvl1,15887.0,94991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.64,23.6,248.58,102.69,617.26,,,,,,,,,Münsingen,,
Bern,PZM Psychiatriezentrum Münsingen AG,Psychiatric hospital lvl1,15887.0,94991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.02,23.21,255.62,92.98,623.31,,,,,,,,,Münsingen,,
Bern,PZM Psychiatriezentrum Münsingen AG,Psychiatric hospital lvl1,15887.0,94991.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.02,23.21,255.62,92.98,623.31,,,,,,,,,Münsingen,,
Bern,Privatklinik Reichenbach bei Meiringen AG,Psychiatric hospital lvl1,8506.0,62611.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.62,11.14,136.24,40.07,297.11,,,,,,,,,Meiringen,46.7283,8.1861
Bern,Privatklinik Reichenbach bei Meiringen AG,Psychiatric hospital lvl1,8506.0,62611.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.62,11.14,136.24,40.07,297.11,,,,,,,,,Meiringen,46.7283,8.1861
Bern,Privatklinik Reichenbach bei Meiringen AG,Psychiatric hospital lvl1,8506.0,62611.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.14,7.32,138.7,43.28,304.04,,,,,,,,,Meiringen,46.7283,8.1861
Bern,Privatklinik Reichenbach bei Meiringen AG,Psychiatric hospital lvl1,8506.0,62611.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.14,7.32,138.7,43.28,304.04,,,,,,,,,Meiringen,46.7283,8.1861
Bern,Privatklinik Wyss AG,Psychiatric hospital lvl2,16574.0,35054.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2,12.3,77.19,31.77,208.15,,,,,,,,,Münchenbuchsee,,
Bern,Privatklinik Wyss AG,Psychiatric hospital lvl2,16574.0,35054.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.2,12.3,77.19,31.77,208.15,,,,,,,,,Münchenbuchsee,,
